Species,Accepted,Class,Order,Family,Mass,Mass imputed
Dalophia ellenbergeri,Dalophia ellenbergeri,Reptilia,Squamata,Amphisbaenidae,73.1745241632561,FALSE
Amphisbaena wuchereri,Leposternon wuchereri,Reptilia,Squamata,Amphisbaenidae,77.87714109604465,FALSE
Amphisbaena maximus,Amphisbaena,Reptilia,Squamata,Amphisbaenidae,88.16878883956846,FALSE
Amphisbaena bassleri,Amphisbaena fuliginosa,Reptilia,Squamata,Amphisbaenidae,96.47672289385892,FALSE
Amphisbaena pretrei,Amphisbaena pretrei,Reptilia,Squamata,Amphisbaenidae,107.20632184387117,FALSE
Monopeltis galeata,Monopeltis galeata,Reptilia,Squamata,Amphisbaenidae,110.97428817475046,FALSE
Amphisbaena polystegum,Leposternon polystegum,Reptilia,Squamata,Amphisbaenidae,114.93871487599239,FALSE
Amphisbaena fuliginosa,Amphisbaena fuliginosa,Reptilia,Squamata,Amphisbaenidae,147.15424912304218,FALSE
Amphisbaena scutigerum,Leposternon scutigerum,Reptilia,Squamata,Amphisbaenidae,147.15424912304218,FALSE
Monopeltis adercae,Monopeltis adercae,Reptilia,Squamata,Amphisbaenidae,159.30657329691186,FALSE
Dalophia longicauda,Dalophia longicauda,Reptilia,Squamata,Amphisbaenidae,172.19692746233784,FALSE
Amphisbaena camura,Amphisbaena camura,Reptilia,Squamata,Amphisbaenidae,192.98057896322393,FALSE
Amphisbaena cunhai,Amphisbaena cunhai,Reptilia,Squamata,Amphisbaenidae,215.59232545614617,FALSE
Amphisbaena microcephalum,Leposternon microcephalum,Reptilia,Squamata,Amphisbaenidae,215.59232545614617,FALSE
Dalophia pistillum,Dalophia pistillum,Reptilia,Squamata,Amphisbaenidae,231.7338217136791,FALSE
Amphisbaena bolivica,Amphisbaena bolivica,Reptilia,Squamata,Amphisbaenidae,247.02155484512627,FALSE
Monopeltis remaclei,Monopeltis remaclei,Reptilia,Squamata,Amphisbaenidae,266.72023799135525,FALSE
Amphisbaena infraorbitale,Leposternon infraorbitale,Reptilia,Squamata,Amphisbaenidae,383.4549222521765,FALSE
Monopeltis jugularis,Monopeltis jugularis,Reptilia,Squamata,Amphisbaenidae,395.6973629477263,FALSE
Monopeltis schoutedeni,Monopeltis schoutedeni,Reptilia,Squamata,Amphisbaenidae,447.62316122394526,FALSE
Dalophia gigantea,Dalophia gigantea,Reptilia,Squamata,Amphisbaenidae,583.0338796360949,FALSE
Amphisbaena alba,Amphisbaena alba,Reptilia,Squamata,Amphisbaenidae,1016.9496964018009,FALSE
Alligator mississippiensis,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,320008.32063875237,FALSE
Alligator sinensis,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,30891.743209777043,FALSE
Caiman crocodilus,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,73381.4062124885,FALSE
Caiman latirostris,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,175003.1824501564,FALSE
Caiman yacare,Caiman yacare,Reptilia,Crocodylia,Alligatoridae,99426.42941474028,FALSE
Melanosuchus niger,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,883397.809992274,FALSE
Paleosuchus palpebrosus,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,19998.885417600584,FALSE
Paleosuchus trigonatus,Paleosuchus trigonatus,Reptilia,Crocodylia,Alligatoridae,46220.03450654729,FALSE
Crocodylus acutus,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,539585.5217687794,FALSE
Crocodylus intermedius,Crocodylus intermedius,Reptilia,Crocodylia,Crocodylidae,652672.074744384,FALSE
Crocodylus johnsoni,Crocodylus johnsoni,Reptilia,Crocodylia,Crocodylidae,52139.84231749026,FALSE
Crocodylus mindorensis,Crocodylus mindorensis,Reptilia,Crocodylia,Crocodylidae,104762.71082517749,FALSE
Crocodylus moreletii,Crocodylus moreletii,Reptilia,Crocodylia,Crocodylidae,208351.69505328123,FALSE
Crocodylus niloticus,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,591395.5720992917,FALSE
Crocodylus novaeguineae,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,136356.44384022485,FALSE
Crocodylus palustris,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,412211.7530858397,FALSE
Crocodylus porosus,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,1150299.7035239527,FALSE
Crocodylus rhombifer,Crocodylus rhombifer,Reptilia,Crocodylia,Crocodylidae,320272.5907137382,FALSE
Crocodylus siamensis,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,139128.1744986062,FALSE
Crocodylus suchus,Crocodylus suchus,Reptilia,Crocodylia,Crocodylidae,490474.97213478974,FALSE
Mecistops cataphractus,Mecistops cataphractus,Reptilia,Crocodylia,Crocodylidae,190098.7484361087,FALSE
Osteolaemus tetraspis,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,29397.858923076146,FALSE
Tomistoma schlegelii,Tomistoma schlegelii,Reptilia,Crocodylia,Crocodylidae,400203.4980729522,FALSE
Gavialis gangeticus,Gavialis gangeticus,Reptilia,Crocodylia,Gavialidae,806100.697908127,FALSE
Acanthocercus adramitanus,Acanthocercus adramitanus,Reptilia,Squamata,Agamidae,135.60272625866037,FALSE
Acanthocercus annectens,Acanthocercus annectens,Reptilia,Squamata,Agamidae,122.63779714631362,FALSE
Acanthocercus atricollis,Acanthocercus atricollis,Reptilia,Squamata,Agamidae,176.7880571217706,FALSE
Acanthocercus branchi,Acanthocercus branchi,Reptilia,Squamata,Agamidae,130.31065357466002,FALSE
Acanthocercus cyanogaster,Acanthocercus cyanogaster,Reptilia,Squamata,Agamidae,164.2610682965772,FALSE
Acanthocercus guentherpetersi,Acanthocercus guentherpetersi,Reptilia,Squamata,Agamidae,35.538863307262154,FALSE
Acanthocercus phillipsii,Acanthocercus phillipsii,Reptilia,Squamata,Agamidae,47.51404011346092,FALSE
Acanthocercus yemensis,Acanthocercus yemensis,Reptilia,Squamata,Agamidae,86.82370411902498,FALSE
Acanthosaura armata,Acanthosaura armata,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Acanthosaura bintangensis,Acanthosaura bintangensis,Reptilia,Squamata,Agamidae,99.2785233672275,FALSE
Acanthosaura brachypoda,Acanthosaura brachypoda,Reptilia,Squamata,Agamidae,54.414807984464034,FALSE
Acanthosaura capra,Acanthosaura capra,Reptilia,Squamata,Agamidae,90.84992288343643,FALSE
Acanthosaura cardamomensis,Acanthosaura cardamomensis,Reptilia,Squamata,Agamidae,116.24080395325393,FALSE
Acanthosaura coronata,Acanthosaura coronata,Reptilia,Squamata,Agamidae,89.8317536829466,FALSE
Acanthosaura crucigera,Acanthosaura crucigera,Reptilia,Squamata,Agamidae,130.31065357466002,FALSE
Acanthosaura lepidogaster,Acanthosaura lepidogaster,Reptilia,Squamata,Agamidae,46.20913607133491,FALSE
Acanthosaura nataliae,Acanthosaura nataliae,Reptilia,Squamata,Agamidae,138.3025714528067,FALSE
Acanthosaura titiwangsaensis,Acanthosaura titiwangsaensis,Reptilia,Squamata,Agamidae,117.94025135122921,FALSE
Agama aculeata,Agama aculeata,Reptilia,Squamata,Agamidae,54.414807984464034,FALSE
Agama africana,Agama africana,Reptilia,Squamata,Agamidae,58.8650841233805,FALSE
Agama agama,Agama agama,Reptilia,Squamata,Agamidae,117.69644872507307,FALSE
Agama anchietae,Agama anchietae,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Agama armata,Agama armata,Reptilia,Squamata,Agamidae,27.577950325871686,FALSE
Agama atra,Agama atra,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Agama bocourti,Agama bocourti,Reptilia,Squamata,Agamidae,16.714539272723936,FALSE
Agama boensis,Agama boensis,Reptilia,Squamata,Agamidae,17.371846531120294,FALSE
Agama bottegi,Agama bottegi,Reptilia,Squamata,Agamidae,58.8650841233805,FALSE
Agama boueti,Agama boueti,Reptilia,Squamata,Agamidae,44.928744941774816,FALSE
Agama boulengeri,Agama boulengeri,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Agama caudospinosa,Agama caudospinosa,Reptilia,Squamata,Agamidae,158.22956968733715,FALSE
Agama cristata,Agama cristata,Reptilia,Squamata,Agamidae,75.4734337215059,FALSE
Agama doriae,Agama doriae,Reptilia,Squamata,Agamidae,51.57827270026813,FALSE
Agama etoshae,Agama etoshae,Reptilia,Squamata,Agamidae,13.679342485977378,FALSE
Agama finchi,Agama finchi,Reptilia,Squamata,Agamidae,56.16648748386638,FALSE
Agama gracilimembris,Agama gracilimembris,Reptilia,Squamata,Agamidae,6.027147376273691,FALSE
Agama hartmanni,Agama hartmanni,Reptilia,Squamata,Agamidae,25.79652482575836,FALSE
Agama hispida,Agama hispida,Reptilia,Squamata,Agamidae,82.92021108870345,FALSE
Agama hulbertorum,Agama hulbertorum,Reptilia,Squamata,Agamidae,20.10288452554862,FALSE
Agama impalearis,Agama impalearis,Reptilia,Squamata,Agamidae,82.92021108870345,FALSE
Agama insularis,Agama insularis,Reptilia,Squamata,Agamidae,63.55582652989463,FALSE
Agama kaimosae,Agama kaimosae,Reptilia,Squamata,Agamidae,103.68490593343029,FALSE
Agama kirkii,Agama kirkii,Reptilia,Squamata,Agamidae,51.57827270026813,FALSE
Agama knobeli,Agama knobeli,Reptilia,Squamata,Agamidae,44.928744941774816,FALSE
Agama lanzai,Agama lanzai,Reptilia,Squamata,Agamidae,36.082581563175964,FALSE
Agama lebretoni,Agama lebretoni,Reptilia,Squamata,Agamidae,99.2785233672275,FALSE
Agama lionotus,Agama lionotus,Reptilia,Squamata,Agamidae,105.93699436258908,FALSE
Agama lucyae,Agama lucyae,Reptilia,Squamata,Agamidae,6.324394670165255,FALSE
Agama montana,Agama montana,Reptilia,Squamata,Agamidae,27.577950325871686,FALSE
Agama mossambica,Agama mossambica,Reptilia,Squamata,Agamidae,58.8650841233805,FALSE
Agama mucosoensis,Agama mucosoensis,Reptilia,Squamata,Agamidae,68.49368671376729,FALSE
Agama mwanzae,Agama mwanzae,Reptilia,Squamata,Agamidae,143.81114563744438,FALSE
Agama parafricana,Agama parafricana,Reptilia,Squamata,Agamidae,34.4681414079071,FALSE
Agama paragama,Agama paragama,Reptilia,Squamata,Agamidae,44.928744941774816,FALSE
Agama persimilis,Agama persimilis,Reptilia,Squamata,Agamidae,8.359663938588481,FALSE
Agama planiceps,Agama planiceps,Reptilia,Squamata,Agamidae,112.89185934749663,FALSE
Agama robecchii,Agama robecchii,Reptilia,Squamata,Agamidae,88.82134821032153,FALSE
Agama rueppelli,Agama rueppelli,Reptilia,Squamata,Agamidae,28.49914257340017,FALSE
Agama sankaranica,Agama sankaranica,Reptilia,Squamata,Agamidae,20.17649685263205,FALSE
Agama somalica,Agama somalica,Reptilia,Squamata,Agamidae,36.41150424227533,FALSE
Agama spinosa,Agama spinosa,Reptilia,Squamata,Agamidae,68.49368671376729,FALSE
Agama sylvana,Agama africana,Reptilia,Squamata,Agamidae,38.885955424553366,FALSE
Agama tassiliensis,Agama tassiliensis,Reptilia,Squamata,Agamidae,82.92021108870345,FALSE
Agama turuensis,Agama turuensis,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Agama weidholzi,Agama weidholzi,Reptilia,Squamata,Agamidae,8.7719464544218,FALSE
Amphibolurus muricatus,Amphibolurus muricatus,Reptilia,Squamata,Agamidae,66.81986440410859,FALSE
Amphibolurus norrisi,Amphibolurus norrisi,Reptilia,Squamata,Agamidae,54.414807984464034,FALSE
Aphaniotis acutirostris,Aphaniotis acutirostris,Reptilia,Squamata,Agamidae,12.050842238553779,FALSE
Aphaniotis fusca,Aphaniotis fusca,Reptilia,Squamata,Agamidae,12.578170604431643,FALSE
Aphaniotis ornata,Aphaniotis ornata,Reptilia,Squamata,Agamidae,5.834335871448863,FALSE
Brachysaura minor,Calotes minor,Reptilia,Squamata,Agamidae,24.094781482294586,FALSE
Bronchocela celebensis,Bronchocela celebensis,Reptilia,Squamata,Agamidae,57.95600417014622,FALSE
Bronchocela cristatella,Bronchocela cristatella,Reptilia,Squamata,Agamidae,75.4734337215059,FALSE
Bronchocela danieli,Bronchocela danieli,Reptilia,Squamata,Agamidae,16.714539272723936,FALSE
Bronchocela hayeki,Bronchocela hayeki,Reptilia,Squamata,Agamidae,58.8650841233805,FALSE
Bronchocela jubata,Bronchocela jubata,Reptilia,Squamata,Agamidae,117.69644872507307,FALSE
Bronchocela marmorata,Bronchocela marmorata,Reptilia,Squamata,Agamidae,66.81986440410859,FALSE
Bronchocela orlovi,Bronchocela orlovi,Reptilia,Squamata,Agamidae,44.928744941774816,FALSE
Bronchocela rayaensis,Bronchocela rayaensis,Reptilia,Squamata,Agamidae,20.17649685263205,FALSE
Bronchocela rubrigularis,Bronchocela rubrigularis,Reptilia,Squamata,Agamidae,40.51853691317259,FALSE
Bronchocela shenlong,Bronchocela shenlong,Reptilia,Squamata,Agamidae,40.04743563038039,FALSE
Bronchocela smaragdina,Bronchocela smaragdina,Reptilia,Squamata,Agamidae,48.84370133568153,FALSE
Bronchocela vietnamensis,Bronchocela vietnamensis,Reptilia,Squamata,Agamidae,61.96511699284848,FALSE
Bufoniceps laungwalaensis,Bufoniceps laungwalaensis,Reptilia,Squamata,Agamidae,10.559088429678436,FALSE
Calotes aurantolabium,Microauris aurantolabium,Reptilia,Squamata,Agamidae,16.074301796966914,FALSE
Calotes bachae,Calotes bachae,Reptilia,Squamata,Agamidae,30.403685746396665,FALSE
Calotes bhutanensis,Calotes bhutanensis,Reptilia,Squamata,Agamidae,7.201934015093663,FALSE
Calotes calotes,Calotes calotes,Reptilia,Squamata,Agamidae,95.00086311081047,FALSE
Calotes ceylonensis,Calotes ceylonensis,Reptilia,Squamata,Agamidae,18.738614509783023,FALSE
Calotes chincollium,Calotes chincollium,Reptilia,Squamata,Agamidae,101.24534625774876,FALSE
Calotes desilvai,Calotes desilvai,Reptilia,Squamata,Agamidae,16.714539272723936,FALSE
Calotes ellioti,Monilesaurus ellioti,Reptilia,Squamata,Agamidae,14.370443979184227,FALSE
Calotes emma,Calotes emma,Reptilia,Squamata,Agamidae,66.81986440410859,FALSE
Calotes grandisquamis,Calotes grandisquamis,Reptilia,Squamata,Agamidae,117.69644872507307,FALSE
Calotes htunwini,Calotes htunwini,Reptilia,Squamata,Agamidae,25.277722276969552,FALSE
Calotes irawadi,Calotes irawadi,Reptilia,Squamata,Agamidae,40.99338109606551,FALSE
Calotes jerdoni,Calotes jerdoni,Reptilia,Squamata,Agamidae,75.4734337215059,FALSE
Calotes liocephalus,Calotes liocephalus,Reptilia,Squamata,Agamidae,33.419504002611426,FALSE
Calotes liolepis,Calotes liolepis,Reptilia,Squamata,Agamidae,33.419504002611426,FALSE
Calotes manamendrai,Calotes manamendrai,Reptilia,Squamata,Agamidae,10.895264452220212,FALSE
Calotes maria,Calotes maria,Reptilia,Squamata,Agamidae,58.8650841233805,FALSE
Calotes medogensis,Calotes medogensis,Reptilia,Squamata,Agamidae,14.253653727022206,FALSE
Calotes mystaceus,Calotes mystaceus,Reptilia,Squamata,Agamidae,138.3025714528067,FALSE
Calotes nemoricola,Calotes nemoricola,Reptilia,Squamata,Agamidae,117.69644872507307,FALSE
Calotes nigrilabris,Calotes nigrilabris,Reptilia,Squamata,Agamidae,95.21171983362517,FALSE
Calotes pethiyagodai,Calotes pethiyagodai,Reptilia,Squamata,Agamidae,25.622796360194535,FALSE
Calotes rouxii,Monilesaurus rouxii,Reptilia,Squamata,Agamidae,18.32120322145911,FALSE
Calotes versicolor,Calotes versicolor,Reptilia,Squamata,Agamidae,117.69644872507307,FALSE
Ceratophora aspera,Ceratophora aspera,Reptilia,Squamata,Agamidae,2.6955154845347296,FALSE
Ceratophora erdeleni,Ceratophora erdeleni,Reptilia,Squamata,Agamidae,19.44854799621535,FALSE
Ceratophora karu,Ceratophora karu,Reptilia,Squamata,Agamidae,1.9426576515874896,FALSE
Ceratophora stoddartii,Ceratophora stoddartii,Reptilia,Squamata,Agamidae,22.869615131122153,FALSE
Ceratophora tennentii,Ceratophora tennentii,Reptilia,Squamata,Agamidae,24.094781482294586,FALSE
Chelosania brunnea,Chelosania brunnea,Reptilia,Squamata,Agamidae,55.871924779731934,FALSE
Chlamydosaurus kingii,Chlamydosaurus kingii,Reptilia,Squamata,Agamidae,911.4771443047146,FALSE
Complicitus nigrigularis,Complicitus nigrigularis,Reptilia,Squamata,Agamidae,14.253653727022206,FALSE
Cophotis ceylanica,Cophotis ceylanica,Reptilia,Squamata,Agamidae,9.637452753818431,FALSE
Cophotis dumbara,Cophotis dumbara,Reptilia,Squamata,Agamidae,6.596822868771819,FALSE
Coryphophylax brevicaudus,Coryphophylax brevicauda,Reptilia,Squamata,Agamidae,8.246625203655327,FALSE
Coryphophylax subcristatus,Coryphophylax subcristatus,Reptilia,Squamata,Agamidae,47.19861458175599,FALSE
Cryptagama aurita,Cryptagama aurita,Reptilia,Squamata,Agamidae,2.9982170324554307,FALSE
Ctenophorus adelaidensis,Ctenophorus adelaidensis,Reptilia,Squamata,Agamidae,4.654537943547951,FALSE
Ctenophorus butlerorum,Ctenophorus butlerorum,Reptilia,Squamata,Agamidae,2.4317535301022595,FALSE
Ctenophorus caudicinctus,Ctenophorus caudicinctus,Reptilia,Squamata,Agamidae,38.885955424553366,FALSE
Ctenophorus chapmani,Ctenophorus chapmani,Reptilia,Squamata,Agamidae,4.3872297895027925,FALSE
Ctenophorus clayi,Ctenophorus clayi,Reptilia,Squamata,Agamidae,6.158060055845924,FALSE
Ctenophorus cristatus,Ctenophorus cristatus,Reptilia,Squamata,Agamidae,47.51404011346092,FALSE
Ctenophorus decresii,Ctenophorus decresii,Reptilia,Squamata,Agamidae,24.094781482294586,FALSE
Ctenophorus femoralis,Ctenophorus femoralis,Reptilia,Squamata,Agamidae,5.834335871448863,FALSE
Ctenophorus fionni,Ctenophorus fionni,Reptilia,Squamata,Agamidae,29.44097435723638,FALSE
Ctenophorus fordi,Ctenophorus fordi,Reptilia,Squamata,Agamidae,6.158060055845924,FALSE
Ctenophorus gibba,Ctenophorus gibba,Reptilia,Squamata,Agamidae,29.44097435723638,FALSE
Ctenophorus isolepis,Ctenophorus isolepis,Reptilia,Squamata,Agamidae,18.738614509783023,FALSE
Ctenophorus maculatus,Ctenophorus maculatus,Reptilia,Squamata,Agamidae,9.637452753818431,FALSE
Ctenophorus maculosus,Ctenophorus maculosus,Reptilia,Squamata,Agamidae,11.041533997338547,FALSE
Ctenophorus mckenziei,Ctenophorus mckenziei,Reptilia,Squamata,Agamidae,14.84409421025118,FALSE
Ctenophorus mirrityana,Ctenophorus mirrityana,Reptilia,Squamata,Agamidae,24.681447482815585,FALSE
Ctenophorus nguyarna,Ctenophorus nguyarna,Reptilia,Squamata,Agamidae,15.698254840367817,FALSE
Ctenophorus nuchalis,Ctenophorus nuchalis,Reptilia,Squamata,Agamidae,70.19570723602178,FALSE
Ctenophorus ornatus,Ctenophorus ornatus,Reptilia,Squamata,Agamidae,28.49914257340017,FALSE
Ctenophorus parviceps,Ctenophorus parviceps,Reptilia,Squamata,Agamidae,4.3872297895027925,FALSE
Ctenophorus pictus,Ctenophorus pictus,Reptilia,Squamata,Agamidae,13.622789439359856,FALSE
Ctenophorus reticulatus,Ctenophorus reticulatus,Reptilia,Squamata,Agamidae,42.44052630999285,FALSE
Ctenophorus rufescens,Ctenophorus rufescens,Reptilia,Squamata,Agamidae,30.403685746396665,FALSE
Ctenophorus salinarum,Ctenophorus salinarum,Reptilia,Squamata,Agamidae,15.389475054398092,FALSE
Ctenophorus scutulatus,Ctenophorus scutulatus,Reptilia,Squamata,Agamidae,51.57827270026813,FALSE
Ctenophorus tjantjalka,Ctenophorus tjantjalka,Reptilia,Squamata,Agamidae,13.679342485977378,FALSE
Ctenophorus vadnappa,Ctenophorus vadnappa,Reptilia,Squamata,Agamidae,24.094781482294586,FALSE
Ctenophorus yinnietharra,Ctenophorus yinnietharra,Reptilia,Squamata,Agamidae,21.68738948226627,FALSE
Dendragama boulengeri,Dendragama boulengeri,Reptilia,Squamata,Agamidae,13.679342485977378,FALSE
Diporiphora adductus,Diporiphora adductus,Reptilia,Squamata,Agamidae,9.86252722348417,FALSE
Diporiphora albilabris,Diporiphora albilabris,Reptilia,Squamata,Agamidae,6.6661514916885505,FALSE
Diporiphora ameliae,Diporiphora ameliae,Reptilia,Squamata,Agamidae,9.592859771583855,FALSE
Diporiphora amphiboluroides,Diporiphora amphiboluroides,Reptilia,Squamata,Agamidae,27.577950325871686,FALSE
Diporiphora arnhemica,Diporiphora arnhemica,Reptilia,Squamata,Agamidae,7.960721047039182,FALSE
Diporiphora australis,Diporiphora australis,Reptilia,Squamata,Agamidae,14.84409421025118,FALSE
Diporiphora bennettii,Diporiphora bennettii,Reptilia,Squamata,Agamidae,16.714539272723936,FALSE
Diporiphora bilineata,Diporiphora bilineata,Reptilia,Squamata,Agamidae,11.041533997338547,FALSE
Diporiphora convergens,Diporiphora convergens,Reptilia,Squamata,Agamidae,1.1728488247441897,FALSE
Diporiphora lalliae,Diporiphora lalliae,Reptilia,Squamata,Agamidae,14.253653727022206,FALSE
Diporiphora linga,Diporiphora linga,Reptilia,Squamata,Agamidae,7.201934015093663,FALSE
Diporiphora magna,Diporiphora magna,Reptilia,Squamata,Agamidae,24.094781482294586,FALSE
Diporiphora margaretae,Diporiphora margaretae,Reptilia,Squamata,Agamidae,6.493748969760169,FALSE
Diporiphora nobbi,Diporiphora nobbi,Reptilia,Squamata,Agamidae,19.44854799621535,FALSE
Diporiphora paraconvergens,Diporiphora paraconvergens,Reptilia,Squamata,Agamidae,6.8416307633581726,FALSE
Diporiphora phaeospinosa,Diporiphora phaeospinosa,Reptilia,Squamata,Agamidae,13.679342485977378,FALSE
Diporiphora pindan,Diporiphora pindan,Reptilia,Squamata,Agamidae,7.201934015093663,FALSE
Diporiphora reginae,Diporiphora reginae,Reptilia,Squamata,Agamidae,12.050842238553779,FALSE
Diporiphora superba,Diporiphora superba,Reptilia,Squamata,Agamidae,28.49914257340017,FALSE
Diporiphora valens,Diporiphora valens,Reptilia,Squamata,Agamidae,15.450898550887525,FALSE
Diporiphora vescus,Diporiphora vescus,Reptilia,Squamata,Agamidae,7.766180033056919,FALSE
Diporiphora winneckei,Diporiphora winneckei,Reptilia,Squamata,Agamidae,11.041533997338547,FALSE
Draco abbreviatus,Draco abbreviatus,Reptilia,Squamata,Agamidae,19.61355537787483,FALSE
Draco beccarii,Draco beccarii,Reptilia,Squamata,Agamidae,5.397807842861653,FALSE
Draco biaro,Draco biaro,Reptilia,Squamata,Agamidae,4.577393652072117,FALSE
Draco bimaculatus,Draco bimaculatus,Reptilia,Squamata,Agamidae,4.101087127862665,FALSE
Draco blanfordii,Draco blanfordii,Reptilia,Squamata,Agamidae,20.813341783822647,FALSE
Draco boschmai,Draco boschmai,Reptilia,Squamata,Agamidae,7.256591871783299,FALSE
Draco bourouniensis,Draco lineatus,Reptilia,Squamata,Agamidae,7.34154320570059,FALSE
Draco caerulhians,Draco caerulhians,Reptilia,Squamata,Agamidae,5.57565890986688,FALSE
Draco cornutus,Draco cornutus,Reptilia,Squamata,Agamidae,7.556617505120205,FALSE
Draco cristatellus,Draco cristatellus,Reptilia,Squamata,Agamidae,7.49168977014347,FALSE
Draco cyanopterus,Draco cyanopterus,Reptilia,Squamata,Agamidae,8.225186707597366,FALSE
Draco dussumieri,Draco dussumieri,Reptilia,Squamata,Agamidae,8.69062322814966,FALSE
Draco fimbriatus,Draco fimbriatus,Reptilia,Squamata,Agamidae,19.65283663155416,FALSE
Draco formosus,Draco formosus,Reptilia,Squamata,Agamidae,12.116005840171233,FALSE
